Property Address,Electric (anything electrician does),Plumbing (anything plumber does),Drywall,Paint (interior),Paint (exterior),Siding,Roofing,Tree Work,Carpet,Hardwood Floor,Tile (floor/shower),Appliances,Deck ,Windows,Gas line,Furnace,Air Conditioning,Duct Work,Dumpster,Permits,Water line and Meter Pit,Other
3532 Indiana Blvd KCMO 64128,"$3,987.37","$2,000.00","$4,708.26","$6,371.02","$3,707.49","$8,418.66","$3,700.00","$3,000.00","$2,560.24",$0.00,"$1,593.33",$550.00,"$1,550.00","$3,481.61",$275.00,"$4,350.00","$1,700.00","$1,125.00","$1,030.00",$294.74,"$6,000.00","$4,353.45"
